question_id,question_text,domain,ground_truth,question_length,question_type,question_nature,question_style,response_text,collection_date,response_length,citation_present,hallucination_present,factscore,confidence_markers_count,uncertainty_markers_count
364,"Most accurate and safest method to diagnose viable pregnancy at 6 weeks:(AIIMS May 2015, Nov 2014, May 2013)",Healthcare,USG for fetal cardiac activity,108,closed-ended,general,qualitative,"The most accurate and safest method to diagnose a viable pregnancy at 6 weeks is through transvaginal ultrasound, which can detect the gestational sac and fetal heartbeat.",2025-05-25,171,False,False,somewhat correct,0,0
365,The abnormal preoperative pulmonary function test in a patient with severe kyphoscoliosis includes,Healthcare,Normal RV and decreasd TLC,98,closed-ended,general,qualitative,Impaired gas exchange and increased risk of postoperative respiratory complications.,2025-05-25,84,False,False,somewhat inaccurate,0,0
366,"A 24 years old primigravida wt = 57 kg, Hb 11.0 gm % visits an antenatal clinic during 2nd trimester of pregnancy seeking advice on dietary intake. She should be advised -",Healthcare,Additional intake of 300 K. Cal,171,closed-ended,general,qualitative,"She should be advised to increase her intake of iron-rich foods such as lean meats, beans, fortified cereals, and leafy green vegetables to help improve her hemoglobin levels during pregnancy.",2025-05-25,192,False,False,somewhat correct,0,0
367,Crown-Rump length of 120 mm means the gestational age is:,Healthcare,14 weeks,57,closed-ended,general,quantitative,Approximately 12 weeks gestational age,2025-05-25,38,False,True,somewhat inaccurate,0,1
368,Alpha 1a selective blocker is,Healthcare,Tamsulosin,29,open-ended,general,qualitative,"Alpha 1a selective blocker is a type of medication that specifically targets and blocks alpha-1a adrenergic receptors in the body. These blockers are commonly used in the treatment of conditions such as high blood pressure, benign prostatic hyperplasia, and Raynaud's disease. By selectively blocking these receptors, they help to relax blood vessels and improve blood flow, leading to various therapeutic effects.",2025-05-25,414,False,False,somewhat correct,0,0
369,Quinsy is synonymous with -,Healthcare,Peritonsillar abscess,27,closed-ended,general,qualitative,Peritonsillar abscess,2025-05-25,21,False,False,completely right,0,0
370,Most common site of cholangiocarcinoma?,Healthcare,Hilum,39,closed-ended,general,qualitative,The most common site of cholangiocarcinoma is the intrahepatic bile ducts within the liver.,2025-05-25,91,False,False,somewhat correct,0,0
371,The immediate treatment of 10 kg weight infants presented with tetany,Healthcare,IV calcium gluconate with cardiac monitoring,69,closed-ended,topical,quantitative,The immediate treatment for 10 kg weight infants presented with tetany typically involves intravenous calcium administration to correct the imbalance and prevent further complications.,2025-05-25,184,False,False,somewhat correct,0,0
372,"The most frequent cause of fracture of a root tip
during extraction of a primary molar is",Healthcare,Root resorption between apex and bifurcation,89,closed-ended,general,qualitative,The most frequent cause of fracture of a root tip during extraction of a primary molar is excessive force applied during the procedure.,2025-05-25,135,False,False,somewhat inaccurate,0,0
373,Cholangiocarcinoma most commonly metastases to-,Healthcare,Liver,47,closed-ended,general,qualitative,lymph nodes,2025-05-25,11,False,True,somewhat inaccurate,0,0
374,Drug resistance in Tuberculosis is due to ?,Healthcare,Mutation,43,closed-ended,topical,qualitative,mutations in the DNA of the bacteria causing Tuberculosis,2025-05-25,57,False,False,somewhat correct,0,0
375,IQ value of Imbecile according to weehsler Intelligence scale,Healthcare,25 - 49,61,closed-ended,general,quantitative,"The IQ value of an imbecile according to the Wechsler Intelligence Scale would typically fall below 70, indicating significant intellectual impairment.",2025-05-25,151,False,False,somewhat correct,0,0
376,A Clinical sign of mania is?,Healthcare,Flights of ideas,28,closed-ended,general,qualitative,"Increased energy, decreased need for sleep, and excessive talking are clinical signs of mania.",2025-05-25,94,False,False,somewhat correct,0,0
377,"The part of sequence of RNA coding for a protein and it's mutated sequence is given below.

Normal sequence : AGC- GCC- GAA- AGA- AAG- AUG- ACG
Mutated sequence : AGC- GCC- GAA- UGA- AAG- AUG- ACG

Type of mutation shown above is",Healthcare,Nonsense mutation,229,closed-ended,general,qualitative,"The type of mutation shown above is a 'nonsense mutation', where a codon that typically codes for an amino acid is changed to a stop codon, resulting in premature termination of protein synthesis.",2025-05-25,196,False,False,completely right,0,0
378,Damage to pneumotaxic center produces ?,Healthcare,Deep and slow respiration,39,closed-ended,general,qualitative,Difficulty in breathing or respiratory distress,2025-05-25,47,False,False,somewhat inaccurate,0,0
379,Painless effusions in joints in congenital syphilis is called,Healthcare,Clutton' s joints,61,closed-ended,general,qualitative,Clutton's joints,2025-05-25,16,False,False,completely right,0,0
380,The complication least likely to occur in a case of chronic bronchitis is:,Healthcare,Spontaneous pneumothorax,74,closed-ended,general,qualitative,Lung cancer is the complication least likely to occur in a case of chronic bronchitis.,2025-05-25,86,False,True,somewhat inaccurate,0,0
381,"In allergic pharyngitis, granularity in posterior pharynx is due to ?",Healthcare,Hyperplasia of submucosal lymphoid tissue,69,closed-ended,general,qualitative,lymphoid hyperplasia,2025-05-25,20,False,False,somewhat correct,0,0
382,Development of labia majora is from,Healthcare,Genital swelling,35,closed-ended,general,qualitative,The development of labia majora is from the fusion of the labioscrotal swellings during fetal development.,2025-05-25,106,False,False,somewhat correct,0,0
383,Unilateral undescended around ?,Healthcare,12 months of age,31,open-ended,general,qualitative,"Unilateral undescended testicle, also known as cryptorchidism, is a condition where one or both testicles fail to descend into the scrotum before birth. It can lead to potential fertility issues and an increased risk of testicular cancer if not treated. Treatment options include hormone therapy or surgery to bring the testicle down into the scrotum.",2025-05-25,351,False,False,somewhat correct,0,0
384,The largest bursa in the body is:,Healthcare,Subacromial bursa,33,closed-ended,general,qualitative,"The largest bursa in the body is the subacromial bursa, which is located in the shoulder joint.",2025-05-25,95,False,False,completely right,0,0
385,A patient presented with a 1 X 1.5 cms growth on the lateral border of the tongue. The treatment indicated would be,Healthcare,Interstitial brachytherapy,115,closed-ended,general,qualitative,Surgical excision or biopsy would be the indicated treatment for the patient with a 1 X 1.5 cms growth on the lateral border of the tongue.,2025-05-25,139,False,False,somewhat inaccurate,0,0
386,Bluish tympanic membrane is seen in:,Healthcare,Glue ear,36,closed-ended,general,qualitative,Otitis media with effusion,2025-05-25,26,False,True,somewhat inaccurate,0,0
387,Which one of the following marker is useful in differentiating between mesothelioma and adenocarcinoma.,Healthcare,Calretinin,103,closed-ended,general,qualitative,Calretinin is a useful marker in differentiating between mesothelioma and adenocarcinoma.,2025-05-25,89,False,False,completely right,0,0
388,Ascospore is,Healthcare,Sexual spore,12,closed-ended,general,qualitative,"Ascospore is a type of spore produced by fungi during sexual reproduction. It is contained within a sac-like structure called an ascus, hence the name 'ascospore'. These spores play a crucial role in the life cycle of fungi and are important for genetic diversity and dispersal.",2025-05-25,278,False,False,completely right,0,0
389,Conclusive test for semen: Jharkhand 11,Healthcare,Acid phosphatase test,39,closed-ended,topical,qualitative,"The conclusive test for semen, known as the Jharkhand 11 test, is a forensic examination used to detect the presence of semen in a sample. It is a specialized test that can provide crucial evidence in cases involving sexual assault or paternity disputes.",2025-05-25,254,False,False,somewhat correct,0,0
390,A 80 years old male presented with lung abscess in left upper zone. Best treatment of modalities is,Healthcare,Antibiotics according to organisms,99,closed-ended,topical,qualitative,Antibiotics are the best treatment modality for a lung abscess in the left upper zone in an 80-year-old male.,2025-05-25,109,False,False,completely right,0,0
391,Sigmoid volvulus rotation occurs,Healthcare,Anticlockwise,32,closed-ended,general,qualitative,"Sigmoid volvulus rotation occurs when the sigmoid colon twists on itself, leading to a blockage of the bowel. This can result in severe abdominal pain, bloating, constipation, and potentially life-threatening complications if not treated promptly.",2025-05-25,247,False,False,somewhat correct,0,0
392,"A 25 year old female underwent septic aboion, which is the most likely site for embolism of tricuspid valve vegetation?",Healthcare,Lung,119,closed-ended,general,qualitative,"The most likely site for embolism of tricuspid valve vegetation in a patient who underwent septic abortion is the pulmonary circulation, specifically the pulmonary artery or its branches.",2025-05-25,187,False,False,somewhat correct,0,1
393,What effect does hyperventilation have on the oxygen binding affinity of hemoglobin?,Healthcare,P50 decreases and the oxygen affinity increases,84,closed-ended,general,qualitative,"Hyperventilation decreases the oxygen binding affinity of hemoglobin. This is because hyperventilation leads to a decrease in carbon dioxide levels in the blood, causing a leftward shift in the oxygen-hemoglobin dissociation curve. As a result, hemoglobin holds onto oxygen less tightly, making it more readily available for tissues to use.",2025-05-25,340,False,False,somewhat correct,0,0
394,Deletion of one alpha globin gene on one chromosome is best defined as,Healthcare,Alpha thalassemia silent carrier,70,closed-ended,general,qualitative,"Deletion of one alpha globin gene on one chromosome is best defined as alpha thalassemia trait, which is a genetic condition that can cause mild anemia.",2025-05-25,152,False,False,somewhat inaccurate,0,0
395,True statement regarding Prevalence:,Healthcare,Measures all cases,36,closed-ended,general,qualitative,Prevalence refers to the proportion of a particular population found to have a condition or attribute at a particular time. It is a quantitative measure that provides insight into the frequency or occurrence of a specific phenomenon within a defined population.,2025-05-25,261,False,False,somewhat correct,0,0
396,Thyroid hormone receptor which is predominantly expressed in CNS/Brain -,Healthcare,b - 1,72,closed-ended,general,qualitative,The thyroid hormone receptor predominantly expressed in the CNS/Brain is the TRα (Thyroid Hormone Receptor Alpha).,2025-05-25,114,False,False,somewhat correct,0,0
397,Investigation of choice for hydrocephalus in infants:,Healthcare,Cranial USG,53,closed-ended,general,qualitative,"The investigation of choice for hydrocephalus in infants is typically an imaging study such as an ultrasound, CT scan, or MRI to visualize the brain and assess the extent of fluid accumulation.",2025-05-25,193,False,False,somewhat inaccurate,0,1
398,Renal vein thrombosis (RVT) may be seen in :,Healthcare,All,44,closed-ended,general,qualitative,"Renal vein thrombosis (RVT) may be seen in conditions such as nephrotic syndrome, hypercoagulable states, trauma, or malignancy.",2025-05-25,128,False,False,somewhat correct,0,1
399,"In children below age of 8 years, high Level of cranio-facial disjunction of Lefort III classification is rarely seen because:",Healthcare,There is lack of poorly developed ethmoidal & sphenoidal sin us,126,closed-ended,general,qualitative,"The cranio-facial disjunction of Lefort III classification is rarely seen in children below the age of 8 years because their facial bones are not fully developed at that young age, making it less likely for such a high level of disjunction to occur.",2025-05-25,249,False,False,somewhat correct,0,1
400,"Middle aged man presents with complaints of weakness, fatigue and hyperpigmentation. On examination hepatomegaly and Hypoglycemia are present. Diagnosis",Healthcare,Hemochromatosis,152,closed-ended,general,qualitative,The diagnosis for this patient is likely Addison's disease.,2025-05-25,59,False,True,totally wrong,0,1
