question_id,question_text,domain,ground_truth,question_length,question_type,question_nature,question_style,response_text,collection_date,response_length
335,"Food poisoning in ""Canned food"" is usually due to:",Healthcare,Clostridia,50,closed-ended,general,qualitative,"Food poisoning in canned food is usually due to Clostridium botulinum bacteria, which produces a deadly toxin causing botulism. This bacteria can grow in improperly processed, sealed, or damaged canned foods, especially in low-acid foods like vegetables, meats, and seafood. The bacteria thrives in anaerobic (oxygen-free) environments and can survive if canning temperatures aren't high enough to kill the spores. Signs of contamination include bulging cans, leaking, or unusual odors when opened.",2025-05-25,498
336,Modified BPS consists of :,Healthcare,NST with AFI,26,closed-ended,general,qualitative,"Modified BPS (Behavioral Pain Scale) consists of three components:

1. Facial expression (scored 1-4):
- Relaxed
- Partially tightened
- Fully tightened
- Grimacing

2. Upper limb movements (scored 1-4):
- No movement
- Partially bent
- Fully bent with finger flexion
- Permanently retracted

3. Compliance with mechanical ventilation (scored 1-4):
- Tolerating movement
- Coughing but tolerating ventilation most of the time
- Fighting ventilator
- Unable to control ventilation

Total score ranges from 3-12, with higher scores indicating more pain. The scale is used to assess pain in sedated and mechanically ventilated patients who cannot self-report their pain levels.",2025-05-25,674
337,Empyema necessitans is defined as so when ?,Healthcare,Pleural empyema is showing extension to the subcutaneous tissue,43,closed-ended,general,qualitative,"Empyema necessitans occurs when an empyema (collection of pus in the pleural space) spontaneously extends through the chest wall to create a subcutaneous collection or fistula. This happens when the infection erodes through the parietal pleura, chest wall soft tissues, and eventually the skin, forming a tract that allows the purulent material to drain externally.",2025-05-25,365
338,A man was diagnosed to have myositis ossificans progressive at the age of 20 years. He died five years later. What is the most probable cause of his death -,Healthcare,Starvation and chest infection,156,closed-ended,general,qualitative,"Respiratory failure is the most probable cause of death in this case. Myositis ossificans progressiva (also known as fibrodysplasia ossificans progressiva or FOP) causes progressive ossification of soft tissues, including muscles, tendons, and ligaments. The condition eventually affects the chest wall muscles and restricts breathing. As the disease progresses, the thoracic cavity becomes increasingly rigid, leading to severely compromised respiratory function. Most patients with this condition die from cardiorespiratory complications, typically respiratory failure, in their 20s or 30s.",2025-05-25,592
339,An immunocompromised person presents to PGI with history of seizures had an MRI that revealed a temporal lobe lesion. Brain biopsy results showed multinucleated giant cells with intranuclear inclusions. The most probable cause of the lesion is:,Healthcare,Herpes simplex virus,244,closed-ended,general,qualitative,"Measles virus encephalitis (Subacute Sclerosing Panencephalitis - SSPE) is the most probable cause. The key diagnostic features mentioned - temporal lobe lesion, multinucleated giant cells (Warthin-Finkeldey cells), and intranuclear inclusions - are characteristic of measles virus infection in the brain. This condition is more common in immunocompromised patients and typically presents with seizures and neurological symptoms. The virus has a particular tropism for temporal and parietal lobes, and the histopathological finding of multinucleated giant cells with intranuclear inclusions (Cowdry type A inclusions) is pathognomonic for measles virus infection.",2025-05-25,663
340,The free edge of which of of the following ligament contains ligamentum teres hepatis?,Healthcare,Falciform ligament,86,closed-ended,general,qualitative,The Falciform ligament contains the ligamentum teres hepatis (round ligament of liver) in its free edge. The ligamentum teres hepatis is actually the remnant of the fetal umbilical vein and runs within the free margin of the falciform ligament from the umbilicus to the inferior surface of the liver.,2025-05-25,300
341,Inseion of pectoralis major is at:,Healthcare,Lateral lip of bicipital groove of humerus,34,closed-ended,general,qualitative,"The pectoralis major muscle inserts into the lateral (outer) lip of the bicipital groove of the humerus, also known as the crest of the greater tubercle. The muscle fibers converge from their broad origin to form a flat tendon that twists 180 degrees before inserting into the humerus, with the superior fibers inserting lower and the inferior fibers inserting higher on the humerus.",2025-05-25,383
342,Hinge fracture is seen in:,Healthcare,Basilar skull fracture,26,closed-ended,general,qualitative,"Hinge fracture is seen in temporal bone fractures of the skull base. It occurs when there is a fracture line that extends through the petrous portion of the temporal bone, typically running parallel to the long axis of the petrous pyramid. This type of fracture commonly involves the otic capsule and can cause serious complications including:

1. Facial nerve paralysis
2. Sensorineural hearing loss
3. Cerebrospinal fluid leakage
4. Perilymphatic fistula

The fracture is called ""hinge"" because it creates a point of weakness around which the bone can potentially move, similar to a door hinge. These fractures are often associated with severe head trauma and require careful clinical evaluation and management.",2025-05-25,713
343,Linitis plastica is found in A/E -,Healthcare,Leiomyosarcoma,34,closed-ended,general,qualitative,"Linitis plastica is found in the stomach. It is a type of diffuse gastric cancer characterized by thickening and rigidity of the stomach wall, giving it a leather bottle appearance. The condition involves diffuse infiltration of cancer cells throughout the submucosa and muscularis propria of the stomach, leading to reduced stomach capacity and decreased flexibility of the gastric wall.",2025-05-25,388
344,Axillary aery is divided into 3 pas by,Healthcare,Pectoralis minor,38,closed-ended,general,qualitative,"The axillary artery is divided into three parts by the pectoralis minor muscle. Specifically:

First part: Proximal to pectoralis minor
Second part: Behind pectoralis minor
Third part: Distal to pectoralis minor

This anatomical relationship with the pectoralis minor muscle serves as the key landmark for dividing and describing the segments of the axillary artery.",2025-05-25,366
345,"A young child of 7 years age is seen with indurated ulcers, lymphadenopathy and fever. The likely treatment is:",Healthcare,Symptomatic treatment,111,closed-ended,general,qualitative,"Penicillin G benzathine is the appropriate treatment, as these symptoms strongly suggest primary syphilis. The classic presentation includes:
- Indurated ulcers (chancres)
- Regional lymphadenopathy
- Fever
- Age and presentation suggest congenital or acquired syphilis

The recommended treatment regimen is:
- Benzathine penicillin G 50,000 units/kg IM up to adult dose of 2.4 million units
- Single dose for primary syphilis
- Multiple doses may be needed for later stages
- Alternative antibiotics like doxycycline can be used in penicillin-allergic patients, but not preferred in children

Follow-up serologic testing is essential to ensure treatment success.",2025-05-25,663
346,Nucleosides consist of?,Healthcare,Base + sugar,23,closed-ended,general,qualitative,"Nucleosides consist of a nitrogenous base (purine or pyrimidine) covalently bonded to a pentose sugar (either ribose or deoxyribose). The base is attached to the 1' carbon of the sugar through a β-N-glycosidic bond. Common nucleosides include adenosine, guanosine, cytidine, thymidine, and uridine.",2025-05-25,298
347,The danger area of the face is so called because of the connection of the facial veins to the cavernous sinus through the,Healthcare,Superior ophthalmic vein,121,closed-ended,general,qualitative,"The danger area of the face connects to the cavernous sinus through the ophthalmic veins (superior and inferior). This connection creates a potential pathway for infections to spread from superficial facial infections to the cavernous sinus, making this area particularly dangerous. The facial veins lack valves and communicate directly with the cavernous sinus via these ophthalmic veins, allowing for retrograde flow of infected material.",2025-05-25,440
348,Human anatomical waste should be disposed in-,Healthcare,Yellow bag,45,closed-ended,general,qualitative,"Human anatomical waste should be disposed in red-colored bags/containers marked with the biohazard symbol. These wastes must be incinerated or deeply buried in designated burial pits following proper biomedical waste management protocols. Anatomical waste includes tissues, organs, body parts, fetuses, and blood bags. Only authorized healthcare facilities and waste management services should handle such disposal to prevent infection risks and maintain public health safety.",2025-05-25,476
349,Sodium 2-mercapto ethane sulfonate is used as a protective agent in:,Healthcare,Cancer chemotherapy,68,closed-ended,general,qualitative,"Sodium 2-mercaptoethane sulfonate (Mesna) is used as a protective agent in cancer chemotherapy, specifically to prevent hemorrhagic cystitis caused by cyclophosphamide and ifosfamide treatment. It works by binding to and neutralizing the toxic metabolites of these chemotherapy drugs in the urinary tract, protecting the bladder from damage.",2025-05-25,341
350,7 years old child presents with a lesion in upper tibia. X-ray shows radiolucent area with Codman's triangle and Sunray appearance. Diagnosis is-,Healthcare,Osteosarcoma,145,closed-ended,general,qualitative,"Osteosarcoma (osteogenic sarcoma)

The radiological findings described - Codman's triangle (periosteal elevation forming a triangular shadow) and sunray/sunburst appearance (radiating spicules of bone perpendicular to bone surface), along with a radiolucent lesion in the upper tibia of a child, are classic features of osteosarcoma. This is the most common primary malignant bone tumor in children and adolescents, with peak incidence between 10-14 years. The metaphysis of long bones, particularly around the knee (distal femur and proximal tibia), is the most common location.",2025-05-25,579
351,True about protein A of staph aureus -,Healthcare,Binds to Fc poion of lgG,38,closed-ended,general,qualitative,"Protein A of Staphylococcus aureus:

1. Is a cell wall-associated protein found on most S. aureus strains

2. Binds to the Fc portion of IgG antibodies

3. Acts as a virulence factor by interfering with opsonization and phagocytosis

4. Has 5 immunoglobulin-binding domains

5. Can bind to IgG in a non-specific manner (wrong orientation)

6. Used in immunological techniques like immunoprecipitation and affinity chromatography

7. Helps bacteria evade host immune response

8. Encoded by the spa gene

9. Has molecular weight of approximately 42 kDa

10. Expression increases during early exponential growth phase",2025-05-25,615
352,Diganosis of polio -,Healthcare,Detection of polio virus in stool,20,closed-ended,general,qualitative,"Polio diagnosis involves:

Clinical symptoms:
- Acute flaccid paralysis
- Muscle weakness
- Fever
- Headache
- Neck stiffness
- Back/limb pain

Laboratory tests:
- Virus isolation from stool samples
- PCR testing of stool specimens
- Blood tests for antibodies
- CSF analysis

Additional diagnostic methods:
- Medical history review
- Physical examination
- EMG (electromyography) to assess muscle function
- MRI to check for spinal cord inflammation

Two key diagnostic criteria:
1. Presence of acute flaccid paralysis
2. Laboratory confirmation of poliovirus

Early diagnosis is crucial for proper treatment and preventing spread. Samples should be collected within 14 days of symptom onset for most accurate results.",2025-05-25,719
353,An IQ between 50 & 70 would be classified as what kind mental retardation –,Healthcare,Mild,75,closed-ended,general,qualitative,"An IQ between 50-70 is classified as Mild Mental Retardation (also now termed Mild Intellectual Disability). This range represents individuals who can typically acquire academic skills up to about a sixth-grade level, can usually live independently with moderate support, and often maintain employment in supervised settings.",2025-05-25,325
354,Zero-order kinetics occur in the following drug with high dose,Healthcare,Phenytoin and Theophylline,62,closed-ended,general,qualitative,"Phenytoin exhibits zero-order kinetics at high doses due to saturation of metabolizing enzymes. This means the rate of elimination becomes constant and independent of drug concentration once the enzymes are saturated, typically occurring at doses above 300-400 mg/day. Other examples include ethanol, aspirin (at high doses), and theophylline, though phenytoin is the classic example in clinical pharmacology.",2025-05-25,409
355,DOC for the treatment of Tularemia is:,Healthcare,Streptomycin,38,closed-ended,general,qualitative,"The drug of choice (DOC) for Tularemia is Streptomycin. Alternative treatments include:

1. Gentamicin
2. Doxycycline
3. Ciprofloxacin

Streptomycin is administered intramuscularly for 7-14 days. For mild cases, oral doxycycline or ciprofloxacin can be used for 14-21 days. Treatment should be initiated promptly upon clinical suspicion of tularemia, as delayed treatment can lead to more severe disease and complications.",2025-05-25,422
356,A girl with normal stature and minimal or absent pubertal development is seen in:,Healthcare,Kallman syndrome,81,closed-ended,general,qualitative,"Turner syndrome (45,X) is characterized by a female with short stature and delayed or absent puberty due to ovarian dysgenesis. However, since this question specifically mentions ""normal stature,"" the most likely answer is Constitutional Delay of Growth and Puberty (CDGP). CDGP is the most common cause of delayed puberty in both boys and girls who have normal height. These patients typically have a family history of delayed puberty, will eventually undergo normal pubertal development, and achieve normal adult reproductive function, just at a later age than their peers.",2025-05-25,575
357,A child present with albinism. He should be evaluated for?,Healthcare,Eye consultation,58,closed-ended,general,qualitative,"The child with albinism should be evaluated for:

1. Visual impairments:
- Nystagmus
- Strabismus
- Photophobia
- Reduced visual acuity
- Refractive errors
- Foveal hypoplasia
- Optic nerve misrouting

2. Skin examination:
- Sun sensitivity
- Precancerous or cancerous lesions
- Burns or other sun damage
- Complete skin examination

3. Hearing assessment:
- Particularly in syndromic forms of albinism

4. Genetic testing:
- To determine specific type of albinism
- Family history assessment
- Genetic counseling

5. Psychosocial assessment:
- Social adjustment
- School performance
- Emotional well-being
- Family support needs

Regular monitoring of these aspects is essential for proper management and prevention of complications.",2025-05-25,734
358,Which feature is found only in the left lung?,Healthcare,Cardiac notch,45,closed-ended,general,qualitative,The cardiac notch (also called the cardiac impression) is found only in the left lung. This is an indentation in the left lung's medial surface that accommodates the heart's position in the left side of the thoracic cavity.,2025-05-25,223
359,Best absorbable monosaccharide,Healthcare,Glucose,30,closed-ended,general,qualitative,"Glucose is the most readily absorbable monosaccharide in the human body. It is directly absorbed through the intestinal wall via sodium-dependent glucose cotransporters (SGLT1) and GLUT2 transporters. Unlike other monosaccharides like fructose and galactose, glucose doesn't require additional conversion steps in the liver before being utilized by cells, making it the most efficient energy source. The body's cells can immediately use glucose for ATP production through glycolysis and cellular respiration.",2025-05-25,508
360,"The following patient on Methotrexate, steroids and NSAIDs for past 4 months has had no retardation of disease progression. What is the next rational step in management?",Healthcare,Add Sulfasalazine,169,closed-ended,topical,qualitative,"The next rational step would be to add a biologic DMARD (Disease-Modifying Anti-Rheumatic Drug), typically starting with a TNF inhibitor such as adalimumab, etanercept, or infliximab. This is consistent with the treat-to-target approach and current guidelines for patients who have failed conventional synthetic DMARDs (like methotrexate) plus steroids.

The decision is based on:
1. Inadequate response to methotrexate (first-line DMARD)
2. Continued disease activity despite combination therapy
3. Evidence showing superior outcomes with early addition of biologics in non-responders

Before starting biologics:
- Screen for tuberculosis
- Check hepatitis B/C status
- Update vaccinations
- Assess for any contraindications
- Consider baseline chest X-ray

The specific choice of biologic agent would depend on:
- Patient preferences (route of administration)
- Cost/insurance coverage
- Comorbidities
- Local availability
- Risk factors",2025-05-25,939
361,Which scientific principle is the basis for thermodilution method used in measurement of cardiac output by pulmonary catheter,Healthcare,Stewa-Hamilton equation,125,closed-ended,general,qualitative,"The thermodilution method is based on the Stewart-Hamilton principle, which uses an indicator dilution technique. This principle states that the flow rate of blood can be calculated by injecting a known amount of cold solution (the indicator) and measuring the temperature change over time at a point downstream. The area under the temperature-time curve is inversely proportional to the flow rate. The mathematical relationship is expressed as:

CO = (V₁ × (TB - TI) × K₁ × K₂) / ∫ΔTB(t)dt

Where:
CO = Cardiac output
V₁ = Volume of injectate
TB = Blood temperature
TI = Injectate temperature
K₁ and K₂ = Computation constants
∫ΔTB(t)dt = Area under the thermodilution curve

The colder the injectate and the faster the blood flow, the quicker the temperature returns to baseline, resulting in a smaller area under the curve and indicating a higher cardiac output.",2025-05-25,865
362,Neutral substances are transported across the cell membrane by,Healthcare,Diffusion,62,closed-ended,general,qualitative,"Neutral substances are transported across the cell membrane through facilitated diffusion and simple diffusion. Simple diffusion occurs when molecules move directly through the phospholipid bilayer along their concentration gradient without requiring proteins. Facilitated diffusion uses transport proteins (carrier proteins or channel proteins) to help move neutral molecules like glucose and amino acids across the membrane, still following their concentration gradient but at a faster rate than simple diffusion. Both methods are passive transport processes that don't require energy input.",2025-05-25,593
363,"What is meant by ""Suppositions child"" -",Healthcare,Child fictitiously claimed by a woman,39,open-ended,general,qualitative,"A ""suppositious child"" (also spelled ""supposititious"") refers to a child who has been fraudulently substituted for another, typically at birth. This term was historically used to describe situations where one baby was secretly replaced with another, often to ensure male inheritance or to conceal the death of an heir. The practice was particularly concerning in noble families where inheritance and succession rights were critical. The term comes from the Latin ""suppositus,"" meaning ""put in place of"" or ""substituted.""",2025-05-25,520
364,"Most accurate and safest method to diagnose viable pregnancy at 6 weeks:(AIIMS May 2015, Nov 2014, May 2013)",Healthcare,USG for fetal cardiac activity,108,closed-ended,general,qualitative,"Transvaginal ultrasound (TVS) is the most accurate and safest method to diagnose viable pregnancy at 6 weeks gestation.

Key features visible on TVS at 6 weeks:
- Gestational sac
- Yolk sac
- Fetal pole
- Cardiac activity (fetal heart beat)

Advantages of TVS at 6 weeks:
1. Higher resolution than transabdominal ultrasound
2. Better visualization of early pregnancy structures
3. Non-invasive and safe for mother and fetus
4. Can confirm intrauterine location of pregnancy
5. Can detect cardiac activity as early as 5.5-6 weeks
6. Helps diagnose potential complications early

Other methods like serum β-hCG or clinical examination are less accurate at this early stage for confirming viability.",2025-05-25,696
365,The abnormal preoperative pulmonary function test in a patient with severe kyphoscoliosis includes,Healthcare,Normal RV and decreasd TLC,98,closed-ended,general,qualitative,"The abnormal preoperative pulmonary function test in a patient with severe kyphoscoliosis typically shows:

1. Restrictive lung pattern with:
- Decreased Total Lung Capacity (TLC)
- Decreased Vital Capacity (VC)
- Decreased Functional Residual Capacity (FRC)
- Decreased Residual Volume (RV)

2. Normal or increased FEV1/FVC ratio (due to proportional reduction in both values)

3. Decreased lung compliance

4. Increased work of breathing

5. Potential ventilation-perfusion mismatch

These changes occur due to the mechanical restriction of chest wall movement and reduced thoracic volume caused by the spinal deformity, leading to impaired lung expansion and decreased lung volumes.",2025-05-25,685
366,"A 24 years old primigravida wt = 57 kg, Hb 11.0 gm % visits an antenatal clinic during 2nd trimester of pregnancy seeking advice on dietary intake. She should be advised -",Healthcare,Additional intake of 300 K. Cal,171,closed-ended,general,qualitative,"The dietary advice for this 24-year-old primigravida should include:

1. Daily caloric requirement: Additional 340 kcal/day during second trimester (total ~2340 kcal/day)

2. Protein intake: 60-75g/day (1.1g/kg body weight)

3. Iron supplementation: 60mg elemental iron daily with vitamin C for better absorption

4. Folic acid: 400 mcg daily

5. Calcium: 1000mg daily

6. Key dietary components:
- Balanced diet with whole grains, fruits, vegetables
- Lean proteins (meat, fish, eggs, legumes)
- Dairy products for calcium
- Iron-rich foods (green leafy vegetables, meat)
- Adequate hydration (8-10 glasses of water daily)

7. Foods to avoid:
- Raw/undercooked meat
- Unpasteurized dairy products
- High-mercury fish
- Unwashed fruits/vegetables
- Excessive caffeine

8. Regular small meals (5-6 times/day) to prevent gastric discomfort

With Hb 11.0 g%, she should be monitored for anemia, though current level is acceptable. Weight is normal, but regular monitoring of weight gain is necessary.",2025-05-25,997
367,Crown-Rump length of 120 mm means the gestational age is:,Healthcare,14 weeks,57,closed-ended,general,quantitative,"A Crown-Rump Length (CRL) of 120 mm corresponds to a gestational age of approximately 14 weeks (14 weeks and 0 days). This measurement is typically obtained during an ultrasound examination and is one of the most accurate methods for dating pregnancy in the first trimester and early second trimester. The CRL is measured from the top of the fetus's head (crown) to the bottom of the buttocks (rump), and there are standardized charts that correlate CRL measurements to gestational age.",2025-05-25,486
368,Alpha 1a selective blocker is,Healthcare,Tamsulosin,29,open-ended,general,qualitative,"Tamsulosin is an alpha 1a selective blocker. It selectively blocks alpha-1a adrenergic receptors found primarily in the prostate and bladder neck. This selectivity makes it particularly useful for treating benign prostatic hyperplasia (BPH) symptoms by relaxing smooth muscle in the prostate and bladder neck, improving urinary flow with fewer cardiovascular side effects compared to non-selective alpha blockers.",2025-05-25,413
369,Quinsy is synonymous with -,Healthcare,Peritonsillar abscess,27,closed-ended,general,qualitative,"Peritonsillar abscess - a severe complication of tonsillitis where pus collects in the space between the tonsil and the wall of the throat, causing intense pain, difficulty swallowing, fever, and swelling.",2025-05-25,205
370,Most common site of cholangiocarcinoma?,Healthcare,Hilum,39,closed-ended,general,qualitative,"The most common site of cholangiocarcinoma is the perihilar region (also known as the hilum) of the liver, accounting for approximately 50-60% of all cases. These tumors occur at or near the junction of the right and left hepatic ducts and are also known as Klatskin tumors or hilar cholangiocarcinomas.",2025-05-25,303
371,The immediate treatment of 10 kg weight infants presented with tetany,Healthcare,IV calcium gluconate with cardiac monitoring,69,closed-ended,topical,quantitative,"Treatment for tetany in a 10 kg infant:

1. Immediate interventions:
- IV Calcium gluconate 10% (100 mg/mL): 1-2 mL/kg over 5-10 minutes
- Monitor cardiac rhythm during calcium administration
- Check vital signs frequently

2. Supportive measures:
- Maintain airway
- Monitor for seizures
- Oxygen supplementation if needed
- ECG monitoring

3. Additional treatments based on cause:
- IV Magnesium sulfate if hypomagnesemia present
- Vitamin D supplementation if deficient
- Correction of alkalosis if present

4. Laboratory tests to guide treatment:
- Serum calcium, phosphate, magnesium
- PTH levels
- Vitamin D levels
- Blood gases
- Electrolytes

5. Ongoing monitoring:
- Repeat calcium levels every 4-6 hours
- Watch for signs of hypercalcemia
- Monitor neurological status
- Continue treatment until underlying cause addressed",2025-05-25,832
372,"The most frequent cause of fracture of a root tip
during extraction of a primary molar is",Healthcare,Root resorption between apex and bifurcation,89,closed-ended,general,qualitative,"The most frequent cause of fracture of a root tip during extraction of a primary molar is curved or dilacerated roots. Primary molars often have thin, curved, or divergent roots that can become brittle and weakened due to physiologic root resorption during the natural exfoliation process. When excessive force is applied during extraction, especially if the direction of force doesn't follow the root curvature, the root tip can fracture at its weakest point, typically where the curve is most pronounced.",2025-05-25,506
373,Cholangiocarcinoma most commonly metastases to-,Healthcare,Liver,47,closed-ended,general,qualitative,"Cholangiocarcinoma most commonly metastasizes to:
1. Regional lymph nodes
2. Liver
3. Lungs
4. Peritoneum

The lymphatic spread is typically the first route of metastasis, followed by hematogenous spread to the liver and lungs. Peritoneal seeding is also common due to the tumor's location in the biliary system.",2025-05-25,312
374,Drug resistance in Tuberculosis is due to ?,Healthcare,Mutation,43,closed-ended,topical,qualitative,"Drug resistance in Tuberculosis (TB) occurs due to several key factors:

1. Genetic mutations in M. tuberculosis bacteria that:
- Alter drug target sites
- Create enzymes that deactivate drugs
- Modify cell wall permeability
- Develop efflux pumps that expel drugs

2. Treatment-related causes:
- Incomplete or irregular drug therapy
- Wrong drug combinations
- Inadequate dosage
- Poor drug quality
- Early discontinuation of treatment

3. Patient-related factors:
- Poor adherence to prescribed regimen
- Missing doses
- Not completing full course
- Malabsorption of drugs

4. Healthcare system issues:
- Limited access to proper medications
- Poor monitoring of treatment
- Inadequate diagnostic facilities
- Lack of drug susceptibility testing

The most common form is acquired resistance, where initially susceptible bacteria develop resistance during treatment, usually due to inappropriate or incomplete therapy.",2025-05-25,919
375,IQ value of Imbecile according to weehsler Intelligence scale,Healthcare,25 - 49,61,closed-ended,general,quantitative,"According to the Wechsler Intelligence Scale, the IQ range for ""Imbecile"" was historically 20-49. However, this term is now considered obsolete and offensive in clinical settings. Modern classifications use terms like ""moderate to severe intellectual disability"" instead, with IQ ranges of:
- Moderate intellectual disability: IQ 35-49
- Severe intellectual disability: IQ 20-34

The term ""Imbecile"" was officially abandoned by medical professionals in the 1970s along with similar terms like ""idiot"" and ""moron"" due to their stigmatizing nature.",2025-05-25,546
376,A Clinical sign of mania is?,Healthcare,Flights of ideas,28,closed-ended,general,qualitative,"Pressured speech - rapid, loud, and difficult-to-interrupt talking that reflects racing thoughts and high energy levels. Other clinical signs include decreased need for sleep, grandiose thinking, increased goal-directed activity, risky behavior, distractibility, and flight of ideas.",2025-05-25,283
377,"The part of sequence of RNA coding for a protein and it's mutated sequence is given below.

Normal sequence : AGC- GCC- GAA- AGA- AAG- AUG- ACG
Mutated sequence : AGC- GCC- GAA- UGA- AAG- AUG- ACG

Type of mutation shown above is",Healthcare,Nonsense mutation,229,closed-ended,general,qualitative,"This is a point mutation specifically showing a nonsense mutation. In the normal sequence, AGA codes for arginine (an amino acid), but in the mutated sequence it has changed to UGA, which is a stop codon. This premature stop codon will cause early termination of protein synthesis, resulting in a truncated, usually non-functional protein. The change occurred at a single nucleotide position where A was replaced by U.",2025-05-25,418
378,Damage to pneumotaxic center produces ?,Healthcare,Deep and slow respiration,39,closed-ended,general,qualitative,"Damage to the pneumotaxic center produces prolonged inspiration and decreased respiratory rate. The pneumotaxic center, located in the upper pons of the brainstem, normally limits inspiration by inhibiting the inspiratory center. When damaged, this inhibitory control is lost, leading to:

1. Extended inspiratory phase
2. Slower breathing rate
3. Deeper breaths
4. Increased tidal volume
5. Irregular breathing patterns

This occurs because the pneumotaxic center normally helps regulate the switch between inspiration and expiration by sending inhibitory signals to terminate inspiration at appropriate intervals.",2025-05-25,615
379,Painless effusions in joints in congenital syphilis is called,Healthcare,Clutton' s joints,61,closed-ended,general,qualitative,"Clutton's joints (also known as Clutton's synovitis) refers to the painless effusions in joints that occur in congenital syphilis, typically affecting both knee joints symmetrically. This condition usually develops in children between ages 8-15 who have congenital syphilis and is characterized by synovial swelling without significant pain or limitation of movement.",2025-05-25,367
380,The complication least likely to occur in a case of chronic bronchitis is:,Healthcare,Spontaneous pneumothorax,74,closed-ended,general,qualitative,"Hemoptysis (coughing up blood) is the complication least likely to occur in chronic bronchitis. While chronic bronchitis commonly leads to complications like frequent respiratory infections, shortness of breath, hypoxemia, cor pulmonale, and increased mucus production, hemoptysis is rare in uncomplicated chronic bronchitis. Hemoptysis is more commonly associated with conditions like bronchiectasis, tuberculosis, lung cancer, or acute infections rather than typical chronic bronchitis.",2025-05-25,488
381,"In allergic pharyngitis, granularity in posterior pharynx is due to ?",Healthcare,Hyperplasia of submucosal lymphoid tissue,69,closed-ended,general,qualitative,"In allergic pharyngitis, granularity in the posterior pharynx is due to lymphoid hyperplasia, specifically the enlargement of submucosal lymphoid follicles. These enlarged follicles create a cobblestone or granular appearance on the posterior pharyngeal wall as part of the immune response to allergens.",2025-05-25,303
382,Development of labia majora is from,Healthcare,Genital swelling,35,closed-ended,general,qualitative,"The labia majora develop from the labioscrotal swellings (also called labioscrotal folds), which are homologous to the male scrotum. During embryonic development, these paired swellings appear around week 9 and are derived from the genital tubercle. In females, these swellings remain separate and develop into the labia majora, while in males they fuse to form the scrotum.",2025-05-25,374
383,Unilateral undescended around ?,Healthcare,12 months of age,31,open-ended,general,qualitative,"Unilateral undescended testicle occurs when one testicle fails to descend from the abdomen into the scrotum during fetal development. This condition affects approximately 3-4% of full-term male infants and 21% of preterm male infants. The testicle typically descends by 3 months of age in most cases. If it hasn't descended by 6 months, medical intervention may be necessary. Treatment usually involves orchiopexy surgery between 6-18 months of age to prevent fertility problems and reduce cancer risk. The right testicle is more commonly affected than the left in unilateral cases.",2025-05-25,582
384,The largest bursa in the body is:,Healthcare,Subacromial bursa,33,closed-ended,general,qualitative,The suprapatellar bursa (also called the suprapatellar pouch) is the largest bursa in the human body. It is located above the patella (kneecap) between the femur and quadriceps tendon. This bursa extends approximately 5-7 cm superior to the patella and communicates directly with the knee joint cavity.,2025-05-25,302
385,A patient presented with a 1 X 1.5 cms growth on the lateral border of the tongue. The treatment indicated would be,Healthcare,Interstitial brachytherapy,115,closed-ended,general,qualitative,"Wide local excision with 1-1.5 cm margins is the recommended treatment for a growth of this size on the lateral border of the tongue. This location is a high-risk site for oral cancer, and adequate margins are essential to ensure complete removal of potentially malignant tissue. The procedure should include:

1. Complete excision of the lesion
2. Clear surgical margins of 1-1.5 cm
3. Careful assessment of lymph nodes
4. Histopathological examination of the excised specimen

If the lesion is confirmed malignant on biopsy, additional treatment such as neck dissection or radiation therapy may be required depending on the staging and histopathological findings.",2025-05-25,665
386,Bluish tympanic membrane is seen in:,Healthcare,Glue ear,36,closed-ended,general,qualitative,"Bluish tympanic membrane is seen in:

1. Hemotympanum (blood in middle ear)
2. Cholesterol granuloma
3. Glomus tympanicum tumor
4. Middle ear effusion with serous fluid
5. Early stages of acute otitis media

The most common cause is hemotympanum, which typically occurs following head trauma or barotrauma. The blue coloration results from blood collecting behind the tympanic membrane in the middle ear space.",2025-05-25,410
387,Which one of the following marker is useful in differentiating between mesothelioma and adenocarcinoma.,Healthcare,Calretinin,103,closed-ended,general,qualitative,"Calretinin is the most useful immunohistochemical marker for differentiating between mesothelioma and adenocarcinoma. It shows strong positive staining in mesothelioma (both nuclear and cytoplasmic) but is typically negative in adenocarcinoma. This marker, along with other mesothelial markers like WT-1 and CK5/6, is part of a panel used in diagnostic pathology to make this important distinction.",2025-05-25,398
388,Ascospore is,Healthcare,Sexual spore,12,closed-ended,general,qualitative,"An ascospore is a sexual spore produced inside a specialized sac-like cell called an ascus in fungi belonging to the phylum Ascomycota (sac fungi). These spores are typically produced in groups of eight through meiosis followed by mitosis. Ascospores are important for fungal reproduction and dispersal, and they are more resistant to environmental stress compared to asexual spores. When mature, they are often forcibly ejected from the ascus to aid in dispersal.",2025-05-25,464
389,Conclusive test for semen: Jharkhand 11,Healthcare,Acid phosphatase test,39,closed-ended,topical,qualitative,"The conclusive test for detecting semen is the acid phosphatase test followed by microscopic identification of spermatozoa. The acid phosphatase test serves as a presumptive test, while the microscopic visualization of sperm cells provides definitive confirmation. This is commonly used in forensic analysis and is referenced in forensic science manuals including those used in Jharkhand and other Indian states.",2025-05-25,412
