question_id,question_text,domain,ground_truth,question_length,question_type,question_nature,question_style,response_text,collection_date,response_length
292,What song did Aoife Ni Fhearraigh perform that was used on an action-adventure stealth video game produced by Konami Computer Entertainment Japan?,Pop Culture,"""The Best is Yet to Come""",146,closed-ended,topical,qualitative,"Aoife Ní Fhearraigh performed the song ""The Best Is Yet to Come,"" which was used in the action-adventure stealth video game ""Metal Gear Solid,"" produced by Konami Computer Entertainment Japan.",2025-05-25,192
293,Alex the Dog was the mascot who was the precursor to the fictional dog used by which beer brand in the late 1980s?,Pop Culture,Bud Light,114,closed-ended,general,qualitative,"Alex the Dog was the precursor to Spuds MacKenzie, the fictional dog mascot used by Bud Light in the late 1980s.",2025-05-25,112
294,"Which band has released more albums, Seven Mary Three or Django Django?",Pop Culture,Seven Mary Three,71,closed-ended,general,quantitative,"Seven Mary Three has released more albums than Django Django. Seven Mary Three released a total of seven studio albums, while Django Django has released four studio albums as of October 2023.",2025-05-25,191
295,The Wende Museum is an educational institute in a city with what population as of the 2010 census?,Pop Culture,"38,883",98,closed-ended,general,quantitative,"The Wende Museum is located in Culver City, California. As of the 2010 census, Culver City had a population of 38,883.",2025-05-25,118
296,"BARGE, the Big August Rec.Gambling Excursion, is a yearly convention where well-known poker players who have participated either as speakers or players including poker player who has won a record of how many World Series of Poker bracelets?",Pop Culture,fourteen,240,closed-ended,topical,quantitative,"Phil Hellmuth, a well-known poker player who has participated in BARGE, holds the record for the most World Series of Poker bracelets, with a total of 17 bracelets as of 2023.",2025-05-25,175
297,What mountain is often called the southernmost peak of a mountain range formed roughly 480 million years ago?,Pop Culture,Flagg Mountain,109,closed-ended,general,qualitative,"Mount Katahdin is often referred to as the southernmost peak of the Appalachian Mountains, a range that began forming roughly 480 million years ago during the Ordovician period.",2025-05-25,177
298,"Sense and Sensibility is a 1995 British-American period drama film directed by Ang Lee and based on Jane Austen's 1811 novel, which British actress and screenwriter, who wrote the script and stars as Elinor Dashwood?",Pop Culture,Emma Thompson,216,closed-ended,general,qualitative,"Emma Thompson wrote the script and stars as Elinor Dashwood in the 1995 film ""Sense and Sensibility.""",2025-05-25,101
299,What American heavy metal band from Los Angeles has Greg Wells produced and written with?,Pop Culture,Otep,89,closed-ended,general,qualitative,Greg Wells has produced and written with the American heavy metal band Icon for Hire from Los Angeles.,2025-05-25,102
300,Compass was produced by a record producer that is known primarily for working with who?,Pop Culture,Taylor Swift,87,closed-ended,general,qualitative,"""Compass"" was produced by T Bone Burnett, a record producer known primarily for working with artists such as Bob Dylan, Elvis Costello, and Alison Krauss.",2025-05-25,154
301,"Which terrorist deliberately crashed the plane into the World Trade Center, the photo of which was taken by the freelance photographer Thomas Dallal and named Impending Death?",Pop Culture,Mohamed Atta,175,closed-ended,topical,qualitative,"The terrorist who deliberately crashed the plane into the World Trade Center was Mohamed Atta. He was the hijacker-pilot of American Airlines Flight 11, which was the first plane to hit the North Tower on September 11, 2001.",2025-05-25,224
302,Ben T. Elliott directed an American author who has maintained what in her writings?,Pop Culture,a conservative leaning,83,closed-ended,general,qualitative,Ben T. Elliott directed an American author who has maintained a sense of realism and authenticity in her writings.,2025-05-25,114
303,Which casting director known as a specialist in casting European talent is credited with casting Hellboy?,Pop Culture,Nancy Bishop,105,closed-ended,general,qualitative,"The casting director known for casting European talent and credited with casting ""Hellboy"" is Ros Hubbard.",2025-05-25,106
304,Devil May Cry 3: Dante's Awakening is a game that is a prequel to the game released in what year?,Pop Culture,2001,97,closed-ended,general,qualitative,"Devil May Cry 3: Dante's Awakening is a prequel to the original Devil May Cry game, which was released in 2001.",2025-05-25,111
305,"Félix Loustau (] ) (25 December 1922 – 5 January 2003) is a former Argentine footballer who was a key player on which  Argentine sports club based in the Belgrano neighborhood of Buenos Aires, and named after the city's estuary, Río de la Plata?",Pop Culture,Club Atlético River Plate,245,closed-ended,general,qualitative,"Félix Loustau was a key player for Club Atlético River Plate, an Argentine sports club based in the Belgrano neighborhood of Buenos Aires, named after the city's estuary, Río de la Plata.",2025-05-25,187
306,"Shaoyang and Haiyang, are in which country?",Pop Culture,People's Republic of China,43,closed-ended,general,qualitative,Shaoyang and Haiyang are in China.,2025-05-25,34
307,What is the location identifier of the Geneva Airport railway station?,Pop Culture,GVA,70,closed-ended,topical,qualitative,"The location identifier of the Geneva Airport railway station is ""GVA"".",2025-05-25,71
308,"In ancient Roman religion, Fontus or Fons (plural ""Fontes"", ""Font"" or ""Source"") was a god of wells and springs, a religious festival called the Fontinalia was held on October 13 in his honor, festivals in ancient Rome were an important part of Roman religious life during which eras, and one of the primary features of the Roman calendar?",Pop Culture,Republican and Imperial,338,closed-ended,general,qualitative,"In ancient Roman religion, festivals were an important part of religious life during both the Roman Kingdom and the Roman Republic, continuing into the Roman Empire. These festivals were integral to the Roman calendar, which was heavily influenced by religious observances and rituals. The Fontinalia, held on October 13 in honor of the god Fontus or Fons, exemplifies how these festivals were dedicated to various deities and natural elements, reflecting the Romans' reverence for the divine and the natural world.",2025-05-25,515
309,What film is older The Incredible Journey or The Three Musketeers?,Pop Culture,The Incredible Journey,66,closed-ended,general,qualitative,"""The Three Musketeers"" is older. The film adaptation of ""The Three Musketeers"" directed by George Sidney was released in 1948. ""The Incredible Journey,"" based on the novel by Sheila Burnford, was released as a film by Walt Disney in 1963.",2025-05-25,238
310,Georg Unger played the role of Siegfried in which cycle of four Wagner dramas?,Pop Culture,Der Ring des Nibelungen,78,closed-ended,general,qualitative,"Georg Unger played the role of Siegfried in Richard Wagner's ""Der Ring des Nibelungen"" cycle.",2025-05-25,93
311,The M62 has 7 miles that are shared with which Manchester orbital motorway?,Pop Culture,M60,75,closed-ended,general,qualitative,"The M62 shares a 7-mile stretch with the M60, which is the Manchester orbital motorway.",2025-05-25,87
312,Among David Bowers and John G. Adolfiwho was an American silent film director?,Pop Culture,John Gustav Adolfi,78,closed-ended,general,qualitative,John G. Adolfi was an American silent film director.,2025-05-25,52
313,In what year was the emperor of whom Elizaveta Vorontsova was a mistress born?,Pop Culture,1728,78,closed-ended,general,qualitative,Elizaveta Vorontsova was a mistress of Emperor Peter III of Russia. Peter III was born in the year 1728.,2025-05-25,104
314,"What owned and operated by LC International LLC French restaurant located at One Beacon Court, had a internationally recognized French chef who now holds   the position of Executive Vice President and Dean Emeritus at The International Culinary Center?",Pop Culture,Le Cirque,252,closed-ended,topical,qualitative,"The French restaurant located at One Beacon Court, owned and operated by LC International LLC, was Le Cirque. The internationally recognized French chef associated with it, who now holds the position of Executive Vice President and Dean Emeritus at The International Culinary Center, is Jacques Pépin.",2025-05-25,301
315,In which year did the husband of Jean Case of the Case Foundation retire from the company he had co-founded?,Pop Culture,2003,108,closed-ended,topical,qualitative,"Steve Case, the husband of Jean Case, retired from AOL, the company he co-founded, in 2003.",2025-05-25,91
316,Who is the director of Attack on Titan?,Pop Culture,Shinji Higuchi,39,closed-ended,general,qualitative,"The director of ""Attack on Titan"" for its first three seasons was Tetsurō Araki. For the fourth season, the director is Yūichirō Hayashi.",2025-05-25,137
317,"Which is marketed primarily to a younger audience, 2600: The Hacker Quarterly or Tiger Beat?",Pop Culture,Tiger Beat,92,closed-ended,general,qualitative,"Tiger Beat is marketed primarily to a younger audience. It is a magazine that focuses on teen idols, entertainment, and pop culture, targeting teenagers and pre-teens. In contrast, 2600: The Hacker Quarterly is a publication that caters to individuals interested in hacking and computer technology, appealing to a more niche and older audience.",2025-05-25,344
318,When did the first films for the universe containing the Arrowverse start production?,Pop Culture,2011,85,closed-ended,topical,qualitative,"The first film for the universe containing the Arrowverse, which is the television series ""Arrow,"" began production in early 2012. The pilot episode was filmed in March 2012, and the series premiered on October 10, 2012.",2025-05-25,220
319,"What player with the nickname ""Pistol Pete"" lost to Greg Rusedski in the 1998 Paris Open – Singles?",Pop Culture,Pete Sampras,99,closed-ended,general,qualitative,"The player with the nickname ""Pistol Pete"" who lost to Greg Rusedski in the 1998 Paris Open – Singles is Pete Sampras.",2025-05-25,118
320,"Who has performed with more band, Trey Anastasio or Sarah Nixey?",Pop Culture,Trey Anastasio,64,closed-ended,topical,quantitative,"Trey Anastasio has performed with more bands than Sarah Nixey. Trey Anastasio is best known as the lead guitarist and vocalist for the band Phish, but he has also been involved with several other projects, including Oysterhead, Trey Anastasio Band, and various collaborations with other musicians. Sarah Nixey is primarily known as the lead singer of Black Box Recorder and has a solo career, but she has not been involved with as many different bands as Trey Anastasio.",2025-05-25,470
321,Keyhole bullet entry is a feature of -,Healthcare,Ricochet bullet,38,closed-ended,general,qualitative,"Keyhole bullet entry is a feature of a bullet wound that occurs when a bullet strikes the body at an angle, causing the entry wound to be irregular or oblong rather than round. This type of entry wound resembles a keyhole shape and is often associated with bullets that have tumbled or yawed before impact. Keyhole wounds can provide forensic investigators with information about the angle and trajectory of the shot.",2025-05-25,417
322,Osteoblastic metastasis is seen -,Healthcare,Prostate carcinoma,33,closed-ended,general,qualitative,"Osteoblastic metastasis is typically seen in prostate cancer. This type of metastasis is characterized by the formation of new bone tissue, which is denser than normal bone, due to the cancer cells stimulating osteoblast activity. Other cancers that can cause osteoblastic metastases include breast cancer and, less commonly, lung cancer.",2025-05-25,338
323,"A 60-year-old male has bone pain, vertebral collapse, fracture pelvis, the probable diagnosis is:",Healthcare,Secondaries,97,closed-ended,general,qualitative,"The probable diagnosis for a 60-year-old male with bone pain, vertebral collapse, and pelvic fractures is multiple myeloma. Multiple myeloma is a type of blood cancer that affects plasma cells in the bone marrow and can lead to bone lesions, fractures, and significant bone pain.",2025-05-25,279
324,What is the most appropriate for diagnosis of CBD stones,Healthcare,ERCP,56,closed-ended,general,qualitative,"The most appropriate diagnostic tool for choledocholithiasis (CBD stones) is Magnetic Resonance Cholangiopancreatography (MRCP). MRCP is a non-invasive imaging technique that provides detailed images of the biliary and pancreatic ducts, allowing for the detection of stones in the common bile duct without the need for contrast injection.",2025-05-25,338
325,Excess dietary intake of carbohydrates increases the RDA level of:,Healthcare,Thiamine,66,closed-ended,general,qualitative,"Excess dietary intake of carbohydrates can increase the Recommended Dietary Allowance (RDA) level of energy or calories. When carbohydrates are consumed in excess, they contribute additional calories to the diet, which can lead to an increase in overall energy intake. This can potentially result in weight gain if the excess calories are not expended through physical activity.",2025-05-25,378
326,Reactivation tuberculosis and primary squamous cell carcinoma of the lung are similar in that they both are commonly associated with:,Healthcare,Cavitation,133,closed-ended,general,qualitative,"Reactivation tuberculosis and primary squamous cell carcinoma of the lung are similar in that they both are commonly associated with smoking. Smoking is a significant risk factor for the development of lung cancer, including squamous cell carcinoma, and it also increases the risk of reactivation of latent tuberculosis infection.",2025-05-25,330
327,In epidemics measles vaccine is to be given within how many days of exposure ?,Healthcare,3 days,78,closed-ended,topical,quantitative,"In the case of measles exposure during an epidemic, the measles vaccine should be administered within 72 hours (3 days) to help prevent the disease or reduce its severity.",2025-05-25,171
328,Geographic lytic lesions in the vault of the skull with bevelled edges are seen with:,Healthcare,Eosinophilic granuloma,85,closed-ended,general,qualitative,"Geographic lytic lesions in the vault of the skull with beveled edges are typically seen in eosinophilic granuloma, which is a form of Langerhans cell histiocytosis. This condition is characterized by the presence of lytic bone lesions, and the beveled edges are due to the asymmetric destruction of the inner and outer tables of the skull.",2025-05-25,340
329,Most common cause of rubeosis iridis is,Healthcare,Diabetes mellitus,39,closed-ended,general,qualitative,"The most common cause of rubeosis iridis is diabetic retinopathy. Rubeosis iridis refers to the abnormal growth of new blood vessels on the surface of the iris, and it is often associated with ischemic conditions of the retina, such as proliferative diabetic retinopathy. This neovascularization occurs as a response to retinal ischemia, where the eye attempts to supply more oxygen by forming new blood vessels, which can lead to complications like neovascular glaucoma.",2025-05-25,471
330,Oho-toluidine test measures the levels of:-,Healthcare,Both free and combined chlorine,43,closed-ended,general,quantitative,"The o-toluidine test measures the levels of glucose. It is a colorimetric assay used to quantify glucose concentration in a sample by reacting glucose with o-toluidine in an acidic environment, resulting in a colored complex that can be measured spectrophotometrically.",2025-05-25,269
331,Type of collagen forming basement membrane of kidney,Healthcare,IV,52,closed-ended,general,qualitative,Type IV collagen forms the basement membrane of the kidney.,2025-05-25,59
332,Myofibroblast is seen in -,Healthcare,Wound margin,26,closed-ended,general,qualitative,"Myofibroblasts are seen in wound healing, tissue repair, and fibrosis. They are specialized cells that have features of both fibroblasts and smooth muscle cells, and they play a crucial role in the contraction and remodeling of the extracellular matrix during the healing process. Myofibroblasts are also involved in pathological conditions such as organ fibrosis, where their persistent activation can lead to excessive tissue scarring.",2025-05-25,437
333,"During a voluntary movement, the Golgi tendon organ provides the central nervous system with information about",Healthcare,The tension developed by the muscle being moved,110,closed-ended,general,qualitative,"During a voluntary movement, the Golgi tendon organ provides the central nervous system with information about muscle tension. It is a proprioceptive sensory receptor located at the junction of muscles and tendons, and it detects changes in muscle tension, helping to prevent muscle damage from excessive force by triggering a reflex that inhibits muscle contraction.",2025-05-25,367
334,Which one of the following drugs exacerbate reflux esophagitis?,Healthcare,Theophylline,63,closed-ended,general,qualitative,Nonsteroidal anti-inflammatory drugs (NSAIDs) are known to exacerbate reflux esophagitis.,2025-05-25,89
335,"Food poisoning in ""Canned food"" is usually due to:",Healthcare,Clostridia,50,closed-ended,general,qualitative,"Food poisoning in canned food is usually due to contamination with Clostridium botulinum bacteria, which can produce a toxin leading to botulism. This can occur if the canning process is not done correctly, allowing the bacteria to survive and produce toxins in the anaerobic environment inside the can. Proper canning techniques and ensuring cans are not damaged or bulging can help prevent this risk.",2025-05-25,402
336,Modified BPS consists of :,Healthcare,NST with AFI,26,closed-ended,general,qualitative,"Modified BPS (Biophysical Profile Score) consists of four components: fetal breathing movements, fetal movements, fetal tone, and amniotic fluid volume. These are assessed via ultrasound, and each component is given a score of 0 or 2, with a maximum total score of 8. The modified BPS often includes a non-stress test (NST) to assess fetal heart rate reactivity, which can add an additional score of 0 or 2, making the total possible score 10.",2025-05-25,443
337,Empyema necessitans is defined as so when ?,Healthcare,Pleural empyema is showing extension to the subcutaneous tissue,43,closed-ended,general,qualitative,"Empyema necessitans is defined as a condition where pus from an empyema, typically located in the pleural cavity, extends and breaks through the chest wall or other surrounding structures, forming a subcutaneous abscess. This occurs when the infection is not contained within the pleural space and creates a tract through which the pus can escape, often leading to swelling and redness on the skin surface. It is a rare complication of empyema and requires prompt medical attention.",2025-05-25,482
338,A man was diagnosed to have myositis ossificans progressive at the age of 20 years. He died five years later. What is the most probable cause of his death -,Healthcare,Starvation and chest infection,156,closed-ended,general,qualitative,"The most probable cause of death in a patient with myositis ossificans progressiva (also known as fibrodysplasia ossificans progressiva) is complications related to thoracic insufficiency syndrome. This condition leads to progressive ossification of muscles and connective tissues, including those around the rib cage, which can severely restrict chest wall movement and impair respiratory function. As a result, respiratory failure is a common cause of death in these patients.",2025-05-25,478
339,An immunocompromised person presents to PGI with history of seizures had an MRI that revealed a temporal lobe lesion. Brain biopsy results showed multinucleated giant cells with intranuclear inclusions. The most probable cause of the lesion is:,Healthcare,Herpes simplex virus,244,closed-ended,general,qualitative,"The most probable cause of the temporal lobe lesion in an immunocompromised person, as described, is Herpes Simplex Virus (HSV) infection. The presence of multinucleated giant cells with intranuclear inclusions is characteristic of HSV encephalitis, which commonly affects the temporal lobes.",2025-05-25,292
340,The free edge of which of of the following ligament contains ligamentum teres hepatis?,Healthcare,Falciform ligament,86,closed-ended,general,qualitative,The free edge of the falciform ligament contains the ligamentum teres hepatis.,2025-05-25,78
341,Inseion of pectoralis major is at:,Healthcare,Lateral lip of bicipital groove of humerus,34,closed-ended,general,qualitative,The insertion of the pectoralis major muscle is at the lateral lip of the bicipital groove (intertubercular sulcus) of the humerus.,2025-05-25,131
342,Hinge fracture is seen in:,Healthcare,Basilar skull fracture,26,closed-ended,general,qualitative,"A hinge fracture is typically seen in cases of skull fractures. It occurs when there is a linear fracture that extends across the base of the skull, effectively ""hinging"" the skull open. This type of fracture is often associated with significant trauma, such as that from a high-impact injury or accident.",2025-05-25,305
343,Linitis plastica is found in A/E -,Healthcare,Leiomyosarcoma,34,closed-ended,general,qualitative,"Linitis plastica is not typically found in the esophagus. It is most commonly associated with the stomach, where it causes a thickening of the gastric walls, leading to a rigid and less distensible stomach. This condition is a form of diffuse gastric cancer.",2025-05-25,258
344,Axillary aery is divided into 3 pas by,Healthcare,Pectoralis minor,38,closed-ended,general,qualitative,"The axillary artery is divided into three parts by the pectoralis minor muscle. The first part is proximal to the muscle, the second part is posterior to it, and the third part is distal to the muscle.",2025-05-25,201
345,"A young child of 7 years age is seen with indurated ulcers, lymphadenopathy and fever. The likely treatment is:",Healthcare,Symptomatic treatment,111,closed-ended,general,qualitative,"The symptoms described—indurated ulcers, lymphadenopathy, and fever in a young child—are suggestive of a bacterial infection such as cutaneous anthrax or a similar condition. However, without more specific information, it is challenging to pinpoint the exact cause. A common treatment approach for bacterial infections presenting with these symptoms would be antibiotics. For cutaneous anthrax, for example, the treatment typically involves antibiotics such as ciprofloxacin or doxycycline. It is crucial to consult a healthcare professional for an accurate diagnosis and appropriate treatment plan tailored to the specific condition and patient.",2025-05-25,646
346,Nucleosides consist of?,Healthcare,Base + sugar,23,closed-ended,general,qualitative,"Nucleosides consist of a nitrogenous base attached to a sugar molecule. The sugar is typically either ribose in the case of ribonucleosides or deoxyribose in the case of deoxyribonucleosides. Unlike nucleotides, nucleosides do not have one or more phosphate groups attached.",2025-05-25,274
347,The danger area of the face is so called because of the connection of the facial veins to the cavernous sinus through the,Healthcare,Superior ophthalmic vein,121,closed-ended,general,qualitative,"The danger area of the face is so called because of the connection of the facial veins to the cavernous sinus through the ophthalmic veins and the pterygoid plexus. This connection allows infections from the facial region, particularly the area around the nose and upper lip, to potentially spread to the cavernous sinus, leading to serious complications such as cavernous sinus thrombosis.",2025-05-25,390
348,Human anatomical waste should be disposed in-,Healthcare,Yellow bag,45,closed-ended,general,qualitative,"Human anatomical waste should be disposed of in yellow-colored biohazard bags or containers. These are specifically designated for the disposal of anatomical waste, which includes human tissues, organs, and body parts. The yellow color coding is part of a standardized system used in medical and healthcare facilities to ensure the safe and proper handling of biomedical waste, minimizing the risk of contamination and infection.",2025-05-25,429
349,Sodium 2-mercapto ethane sulfonate is used as a protective agent in:,Healthcare,Cancer chemotherapy,68,closed-ended,general,qualitative,"Sodium 2-mercaptoethane sulfonate, also known as mesna, is used as a protective agent in chemotherapy. It is specifically used to reduce the risk of hemorrhagic cystitis caused by certain chemotherapy drugs, such as ifosfamide and cyclophosphamide. Mesna works by binding to and detoxifying the harmful metabolites of these drugs in the urinary tract, thereby protecting the bladder lining from damage.",2025-05-25,402
350,7 years old child presents with a lesion in upper tibia. X-ray shows radiolucent area with Codman's triangle and Sunray appearance. Diagnosis is-,Healthcare,Osteosarcoma,145,closed-ended,general,qualitative,"The diagnosis is osteosarcoma. Osteosarcoma is a type of bone cancer that commonly presents in children and adolescents. The X-ray findings of a radiolucent area with Codman's triangle and Sunray (or sunburst) appearance are characteristic of this condition. Codman's triangle is a subperiosteal new bone formation that occurs when the periosteum is lifted off the bone, and the Sunray appearance is due to the aggressive periosteal reaction with spiculated new bone formation.",2025-05-25,477
351,True about protein A of staph aureus -,Healthcare,Binds to Fc poion of lgG,38,closed-ended,general,qualitative,"Protein A of Staphylococcus aureus is a virulence factor that is found on the surface of the bacterium. It binds to the Fc region of immunoglobulin G (IgG) antibodies, which interferes with opsonization and phagocytosis by immune cells. This binding helps the bacteria evade the host's immune response, contributing to its pathogenicity. Protein A is often used in laboratory settings for antibody purification and detection due to its strong affinity for IgG.",2025-05-25,460
352,Diganosis of polio -,Healthcare,Detection of polio virus in stool,20,closed-ended,general,qualitative,"The diagnosis of polio is primarily based on clinical symptoms and laboratory tests. Clinically, polio is suspected in individuals, especially children, who present with acute flaccid paralysis, typically in the legs. To confirm the diagnosis, laboratory tests are conducted, which include:

1. **Stool Samples**: The most common method is to collect stool samples to detect the presence of poliovirus. The virus is shed in the feces, and multiple samples are usually taken to increase the likelihood of detection.

2. **Throat Swabs**: These can also be used to detect the virus, although they are less commonly used than stool samples.

3. **Cerebrospinal Fluid (CSF) Analysis**: In cases of suspected poliomyelitis, a lumbar puncture may be performed to analyze the CSF. While the virus is rarely found in the CSF, the analysis can show an increase in white blood cells and protein, which supports the diagnosis.

4. **Serological Tests**: These tests can detect antibodies against poliovirus, indicating a recent or past infection.

5. **PCR (Polymerase Chain Reaction)**: This molecular technique can be used to detect poliovirus RNA in clinical samples, providing a rapid and specific diagnosis.

Early diagnosis is crucial for managing the disease and preventing its spread, especially in areas where polio is still endemic or where vaccination coverage is low.",2025-05-25,1368
353,An IQ between 50 & 70 would be classified as what kind mental retardation –,Healthcare,Mild,75,closed-ended,general,qualitative,An IQ between 50 and 70 is classified as mild intellectual disability.,2025-05-25,70
354,Zero-order kinetics occur in the following drug with high dose,Healthcare,Phenytoin and Theophylline,62,closed-ended,general,qualitative,Zero-order kinetics occur in drugs where the rate of elimination is constant regardless of the drug concentration. This typically happens when the drug-metabolizing enzymes or transporters are saturated. A classic example of a drug that exhibits zero-order kinetics at high doses is phenytoin. Other examples include alcohol (ethanol) and aspirin at high doses.,2025-05-25,361
355,DOC for the treatment of Tularemia is:,Healthcare,Streptomycin,38,closed-ended,general,qualitative,The drug of choice (DOC) for the treatment of tularemia is streptomycin.,2025-05-25,72
356,A girl with normal stature and minimal or absent pubertal development is seen in:,Healthcare,Kallman syndrome,81,closed-ended,general,qualitative,"A girl with normal stature and minimal or absent pubertal development is often seen in Turner syndrome. Turner syndrome is a chromosomal disorder affecting females, where one of the X chromosomes is missing or partially missing. It is characterized by features such as short stature, delayed or absent puberty, and infertility. However, in some cases, girls with Turner syndrome may have normal stature due to growth hormone treatment, but still exhibit minimal or absent pubertal development.",2025-05-25,493
357,A child present with albinism. He should be evaluated for?,Healthcare,Eye consultation,58,closed-ended,general,qualitative,"A child with albinism should be evaluated for several potential issues, primarily focusing on vision and skin health. Albinism often affects the eyes, so an ophthalmologic evaluation is important to assess for conditions such as nystagmus, strabismus, and reduced visual acuity. Additionally, the child should be monitored for skin health due to increased sensitivity to UV radiation, which raises the risk of skin damage and skin cancer. Genetic counseling may also be considered to understand the specific type of albinism and its implications.",2025-05-25,546
358,Which feature is found only in the left lung?,Healthcare,Cardiac notch,45,closed-ended,general,qualitative,"The left lung contains the cardiac notch, a feature not found in the right lung. The cardiac notch is an indentation that accommodates the space taken up by the heart.",2025-05-25,167
359,Best absorbable monosaccharide,Healthcare,Glucose,30,closed-ended,general,qualitative,"The most readily absorbable monosaccharide is glucose. It is absorbed directly into the bloodstream through the small intestine and is the primary energy source for the body's cells. Glucose is efficiently transported across the intestinal lining via specific transport proteins, making it the most efficiently absorbed monosaccharide.",2025-05-25,335
360,"The following patient on Methotrexate, steroids and NSAIDs for past 4 months has had no retardation of disease progression. What is the next rational step in management?",Healthcare,Add Sulfasalazine,169,closed-ended,topical,qualitative,"The next rational step in the management of a patient who has not responded to Methotrexate, steroids, and NSAIDs for the past 4 months is to consider adding or switching to a biologic disease-modifying antirheumatic drug (DMARD). Options include tumor necrosis factor (TNF) inhibitors such as etanercept, infliximab, or adalimumab, or other biologics like abatacept, rituximab, or tocilizumab, depending on the specific condition and patient factors. It is important to evaluate the patient's specific diagnosis, disease severity, and any contraindications before selecting the appropriate biologic therapy.",2025-05-25,608
361,Which scientific principle is the basis for thermodilution method used in measurement of cardiac output by pulmonary catheter,Healthcare,Stewa-Hamilton equation,125,closed-ended,general,qualitative,"The thermodilution method for measuring cardiac output using a pulmonary artery catheter is based on the principle of the Stewart-Hamilton equation. This principle involves the injection of a known quantity of cold indicator (usually saline) into the bloodstream and measuring the temperature change downstream. The change in blood temperature over time is used to calculate cardiac output, as it reflects the rate at which blood is flowing through the heart. The faster the blood flow, the quicker the temperature returns to baseline, allowing for the calculation of cardiac output.",2025-05-25,583
362,Neutral substances are transported across the cell membrane by,Healthcare,Diffusion,62,closed-ended,general,qualitative,"Neutral substances are transported across the cell membrane primarily by passive transport mechanisms such as diffusion and facilitated diffusion. In diffusion, molecules move from an area of higher concentration to an area of lower concentration directly through the lipid bilayer. In facilitated diffusion, transport proteins such as channel proteins or carrier proteins assist in moving substances across the membrane without the expenditure of energy.",2025-05-25,455
363,"What is meant by ""Suppositions child"" -",Healthcare,Child fictitiously claimed by a woman,39,open-ended,general,qualitative,"""Suppositions child"" does not appear to be a widely recognized term or concept in English. It might be a misunderstanding or misspelling of another term. If you meant ""supposition"" in a different context, it generally refers to an uncertain belief or hypothesis. If you have more context or if it relates to a specific field or work, please provide additional details for a more accurate explanation.",2025-05-25,400
364,"Most accurate and safest method to diagnose viable pregnancy at 6 weeks:(AIIMS May 2015, Nov 2014, May 2013)",Healthcare,USG for fetal cardiac activity,108,closed-ended,general,qualitative,"The most accurate and safest method to diagnose a viable pregnancy at 6 weeks is a transvaginal ultrasound. This imaging technique allows for detailed visualization of the gestational sac, yolk sac, and fetal pole, and can often detect fetal cardiac activity, which are indicators of a viable pregnancy at this early stage.",2025-05-25,323
365,The abnormal preoperative pulmonary function test in a patient with severe kyphoscoliosis includes,Healthcare,Normal RV and decreasd TLC,98,closed-ended,general,qualitative,"In a patient with severe kyphoscoliosis, the abnormal preoperative pulmonary function test typically includes a restrictive pattern. This is characterized by a reduced forced vital capacity (FVC) and a normal or increased FEV1/FVC ratio. The restrictive defect is due to the mechanical limitation of the thoracic cage, which impairs lung expansion. Additionally, there may be a reduction in total lung capacity (TLC) and functional residual capacity (FRC). These changes reflect the compromised respiratory mechanics associated with the deformity of the spine and thoracic cage in kyphoscoliosis.",2025-05-25,596
366,"A 24 years old primigravida wt = 57 kg, Hb 11.0 gm % visits an antenatal clinic during 2nd trimester of pregnancy seeking advice on dietary intake. She should be advised -",Healthcare,Additional intake of 300 K. Cal,171,closed-ended,general,qualitative,"A 24-year-old primigravida in her second trimester with a weight of 57 kg and hemoglobin level of 11.0 gm% should focus on a balanced and nutritious diet to support her pregnancy. She should be advised to:

1. **Increase Caloric Intake**: Consume an additional 300-500 calories per day to support fetal growth and maternal health.

2. **Iron-Rich Foods**: Include iron-rich foods such as lean meats, poultry, fish, lentils, beans, tofu, and fortified cereals to help maintain and improve hemoglobin levels. Pair these with vitamin C-rich foods like citrus fruits to enhance iron absorption.

3. **Folic Acid**: Continue taking prenatal vitamins with folic acid and consume foods rich in folate, such as leafy greens, citrus fruits, and fortified grains, to prevent neural tube defects.

4. **Calcium and Vitamin D**: Ensure adequate intake of calcium and vitamin D through dairy products, fortified plant-based milks, leafy greens, and exposure to sunlight to support fetal bone development.

5. **Protein**: Include sufficient protein from sources like lean meats, eggs, dairy, legumes, and nuts to support fetal growth and maternal tissue expansion.

6. **Hydration**: Drink plenty of water to stay hydrated and support increased blood volume and amniotic fluid levels.

7. **Limit Processed Foods**: Reduce intake of processed foods high in sugar, salt, and unhealthy fats.

8.",2025-05-25,1380
367,Crown-Rump length of 120 mm means the gestational age is:,Healthcare,14 weeks,57,closed-ended,general,quantitative,A crown-rump length (CRL) of 120 mm typically corresponds to a gestational age of approximately 13 weeks. This measurement is used during an ultrasound to estimate the age of the fetus.,2025-05-25,185
368,Alpha 1a selective blocker is,Healthcare,Tamsulosin,29,open-ended,general,qualitative,"An alpha-1a selective blocker is a type of medication that specifically targets the alpha-1a adrenergic receptors. These receptors are primarily located in the prostate and bladder neck. By blocking these receptors, alpha-1a selective blockers help relax the smooth muscles in these areas, which can improve urine flow and reduce symptoms of benign prostatic hyperplasia (BPH), a common condition in older men. Tamsulosin is a well-known example of an alpha-1a selective blocker.",2025-05-25,479
369,Quinsy is synonymous with -,Healthcare,Peritonsillar abscess,27,closed-ended,general,qualitative,Quinsy is synonymous with a peritonsillar abscess. It is a complication of tonsillitis where pus collects in the tissues around the tonsils.,2025-05-25,140
